arose,42.43529616119507
arise,41.31318394997395
raise,41.31318394997395
aloes,41.309709918360255
stoae,41.30623588674657
reals,41.29233976029182
earls,41.29233976029182
laser,41.29233976029182
rates,41.28886572867813
tears,41.28886572867813
stare,41.28886572867813
tares,41.28886572867813
aster,41.28886572867813
earns,40.246656244571824
saner,40.246656244571824
nares,40.246656244571824
nears,40.246656244571824
snare,40.246656244571824
aisle,40.18759770713913
stale,40.16327948584332
teals,40.16327948584332
steal,40.16327948584332
stela,40.16327948584332
slate,40.16327948584332
least,40.16327948584332
tesla,40.16327948584332
taels,40.16327948584332
tales,40.16327948584332
reads,39.88535695674831
dares,39.88535695674831
dears,39.88535695674831
osier,39.80892826124718
roles,39.78808407156505
loser,39.78808407156505
lores,39.78808407156505
store,39.78461003995137
ureas,39.565746048289036
anise,39.14191419141915
scare,39.13149209657808
races,39.13149209657808
cares,39.13149209657808
acres,39.13149209657808
elans,39.12107000173701
leans,39.12107000173701
lanes,39.12107000173701
nates,39.117595970123325
antes,39.117595970123325
reaps,39.10022581205489
spear,39.10022581205489
pares,39.10022581205489
apers,39.10022581205489
pears,39.10022581205489
parse,39.10022581205489
rapes,39.10022581205489
spare,39.10022581205489
resay,38.86051763071044
sayer,38.86051763071044
years,38.86051763071044
aides,38.78061490359562
aside,38.78061490359562
ideas,38.78061490359562
leads,38.7597707139135
dales,38.7597707139135
deals,38.7597707139135
lased,38.7597707139135
lades,38.7597707139135
dates,38.756296682299805
stead,38.756296682299805
sated,38.756296682299805
snore,38.74240055584506
smear,38.71113427132187
maser,38.71113427132187
mares,38.71113427132187
reams,38.71113427132187
riles,38.66597186034393
liers,38.66597186034393
slier,38.66597186034393
tries,38.662497828730245
tiers,38.662497828730245
rites,38.662497828730245
tires,38.662497828730245
stole,38.659023797116554
hears,38.610387354524924
share,38.610387354524924
shear,38.610387354524924
rheas,38.610387354524924
hares,38.610387354524924
saute,38.43668577384054
doers,38.38110126802154
doser,38.38110126802154
bares,38.26645822476984
saber,38.26645822476984
sabre,38.26645822476984
bears,38.26645822476984
braes,38.26645822476984
baser,38.26645822476984
sager,38.14139308667709
rages,38.14139308667709
gears,38.14139308667709
sarge,38.14139308667709
rouse,38.06149035956227
laces,38.005905853743265
scale,38.005905853743265
caste,38.00243182212958
sepia,37.9954837589022
leaps,37.974639569220074
lapse,37.974639569220074
pales,37.974639569220074
peals,37.974639569220074
sepal,37.974639569220074
pleas,37.974639569220074
peats,37.97116553760639
paste,37.97116553760639
pates,37.97116553760639
tapes,37.97116553760639
spate,37.97116553760639
septa,37.97116553760639
rakes,37.85304846274101
asker,37.85304846274101
fears,37.73145735626194
safer,37.73145735626194
yeast,37.73145735626194
fares,37.73145735626194
sedan,37.71408719819351
deans,37.71408719819351
noise,37.637658502692375
score,37.62723640785131
cores,37.62723640785131
siren,37.62028834462394
resin,37.62028834462394
reins,37.62028834462394
rinse,37.62028834462394
risen,37.62028834462394
noels,37.61681431301025
stone,37.61334028139656
steno,37.61334028139656
onset,37.61334028139656
tones,37.61334028139656
notes,37.61334028139656
pores,37.59597012332812
prose,37.59597012332812
nerts,37.59597012332812
poser,37.59597012332812
rents,37.59597012332812
ropes,37.59597012332812
terns,37.59597012332812
spore,37.59597012332812
stern,37.59597012332812
meals,37.585548028487054
lames,37.585548028487054
males,37.585548028487054
teams,37.58207399687337
tames,37.58207399687337
steam,37.58207399687337
meats,37.58207399687337
mates,37.58207399687337
stile,37.53691158589543
wears,37.53691158589543
lites,37.53691158589543
sawer,37.53691158589543
liest,37.53691158589543
sware,37.53691158589543
islet,37.53691158589543
wares,37.53691158589543
tiles,37.53691158589543
resaw,37.53691158589543
swear,37.53691158589543
solar,37.491749174917494
orals,37.491749174917494
roast,37.4882751433038
astro,37.4882751433038
sorta,37.4882751433038
taros,37.4882751433038
selah,37.48480111169011
hales,37.48480111169011
shale,37.48480111169011
leash,37.48480111169011
heals,37.48480111169011
heats,37.481327080076426
hates,37.481327080076426
haste,37.481327080076426
orate,37.404898384575304
yores,37.356261941983675
rides,37.25898905680042
dries,37.25898905680042
sired,37.25898905680042
soled,37.255515025186725
doles,37.255515025186725
lodes,37.255515025186725
doest,37.25204099357304
dotes,37.25204099357304
mores,37.2068785825951
sable,37.14087198193503
bales,37.14087198193503
baste,37.13739795032134
bates,37.13739795032134
beast,37.13739795032134
beats,37.13739795032134
abets,37.13739795032134
betas,37.13739795032134
hoers,37.10613166579816
horse,37.10613166579816
shoer,37.10613166579816
shore,37.10613166579816
heros,37.10613166579816
aegis,37.0366510335244
gales,37.01580684384228
gates,37.01233281222859
stage,37.01233281222859
acnes,36.96022233802327
canes,36.96022233802327
ousel,36.93590411672746
louse,36.93590411672746
aspen,36.92895605350009
napes,36.92895605350009
panes,36.92895605350009
lures,36.91853395865902
